set_num,name,year,num_parts,theme_name,parent_theme
71001-19,Mr. Gold - Complete Set,2013,5.0,Series 10 Minifigures,Collectible Minifigures
71001-2,Medusa - Complete Set,2013,5.0,Series 10 Minifigures,Collectible Minifigures
71001-3,Roman Commander - Complete Set,2013,8.0,Series 10 Minifigures,Collectible Minifigures
71001-4,Warrior Woman - Complete Set,2013,,Series 10 Minifigures,Collectible Minifigures
71001-5,Tomahawk Warrior - Complete Set,2013,6.0,Series 10 Minifigures,Collectible Minifigures
71001-6,Skydiver - Complete Set,2013,6.0,Series 10 Minifigures,Collectible Minifigures
71001-7,Bumblebee Girl - Complete Set,2013,7.0,Series 10 Minifigures,Collectible Minifigures
71001-8,Grandpa - Complete Set,2013,,Series 10 Minifigures,Collectible Minifigures
71001-9,Paintball Player - Complete Set,2013,,Series 10 Minifigures,Collectible Minifigures
71002-0,Minifigure Series 11 [Random Bag],2013,,Series 11 Minifigures,Collectible Minifigures
71002-1,Barbarian - Complete Set,2013,,Series 11 Minifigures,Collectible Minifigures
71002-10,Welder - Complete Set,2013,7.0,Series 11 Minifigures,Collectible Minifigures
71002-11,Scientist - Complete Set,2013,,Series 11 Minifigures,Collectible Minifigures
71002-12,Saxophone Player - Complete Set,2013,6.0,Series 11 Minifigures,Collectible Minifigures
71002-13,Diner Waitress - Complete Set,2013,10.0,Series 11 Minifigures,Collectible Minifigures
71002-14,Grandma - Complete Set,2013,,Series 11 Minifigures,Collectible Minifigures
71002-15,Constable - Complete Set,2013,6.0,Series 11 Minifigures,Collectible Minifigures
71002-16,Lady Robot - Complete Set,2013,,Series 11 Minifigures,Collectible Minifigures
71002-17,LEGO Collectable Minifigures Series 11 - Complete,2014,16.0,Series 11 Minifigures,Collectible Minifigures
71002-18,Minifigure Series 11 (Box of 60),2013,,Series 11 Minifigures,Collectible Minifigures
71002-2,Scarecrow - Complete Set,2013,,Series 11 Minifigures,Collectible Minifigures
71002-3,Pretzel Girl - Complete Set,2013,,Series 11 Minifigures,Collectible Minifigures
71002-4,Evil Mech - Complete Set,2013,8.0,Series 11 Minifigures,Collectible Minifigures
71002-5,Island Warrior - Complete set,2013,,Series 11 Minifigures,Collectible Minifigures
71002-6,Gingerbread Man - Complete Set,2013,,Series 11 Minifigures,Collectible Minifigures
71002-7,Holiday Elf - Complete Set,2013,8.0,Series 11 Minifigures,Collectible Minifigures
71002-8,Yeti - Complete Set,2013,5.0,Series 11 Minifigures,Collectible Minifigures
71002-9,Mountain Climber - Complete Set,2013,7.0,Series 11 Minifigures,Collectible Minifigures
71004-0,LEGO Minifigures - The LEGO Movie Series [Random Bag],2014,,The LEGO Movie Series,Collectible Minifigures
71004-1,Calamity Drone,2014,7.0,The LEGO Movie Series,Collectible Minifigures
71004-10,Larry the Barista,2014,6.0,The LEGO Movie Series,Collectible Minifigures
71004-11,Velma Staplebot,2014,6.0,The LEGO Movie Series,Collectible Minifigures
71004-12,Taco Tuesday Man,2014,10.0,The LEGO Movie Series,Collectible Minifigures
71004-13,'Where Are My Pants?' Guy,2014,6.0,The LEGO Movie Series,Collectible Minifigures
71004-14,Wiley Fusebot,2014,8.0,The LEGO Movie Series,Collectible Minifigures
71004-15,Panda Guy,2014,6.0,The LEGO Movie Series,Collectible Minifigures
71004-16,Marsha Queen of the Mermaids,2014,,The LEGO Movie Series,Collectible Minifigures
71004-17,LEGO Minifigures - The LEGO Movie Series - Complete,2014,16.0,The LEGO Movie Series,Collectible Minifigures
71004-18,LEGO Minifigures - The LEGO Movie Series - Sealed Box,2014,,The LEGO Movie Series,Collectible Minifigures
71004-2,President Business - Complete Set,2014,,The LEGO Movie Series,Collectible Minifigures
71004-3,Hard Hat Emmet,2014,6.0,The LEGO Movie Series,Collectible Minifigures
71004-4,Wild West Wyldstyle,2014,6.0,The LEGO Movie Series,Collectible Minifigures
71004-5,Abraham Lincoln,2014,,The LEGO Movie Series,Collectible Minifigures
71004-6,Mrs Scratchen-Post,2014,6.0,The LEGO Movie Series,Collectible Minifigures
71004-7,Scribble-Face Bad Cop,2014,7.0,The LEGO Movie Series,Collectible Minifigures
71004-8,William Shakespeare,2014,8.0,The LEGO Movie Series,Collectible Minifigures
71004-9,Gail the Construction Worker,2014,6.0,The LEGO Movie Series,Collectible Minifigures
71005-0,LEGO Minifigures - The Simpsons Series [Random Bag],2014,0.0,The Simpsons,Collectible Minifigures
71005-1,Homer Simpson,2014,,The Simpsons,Collectible Minifigures
71005-10,Ralph Wiggum,2014,5.0,The Simpsons,Collectible Minifigures
71005-11,Apu Nahasapeemapetilon,2014,,The Simpsons,Collectible Minifigures
71005-12,Nelson Muntz,2014,5.0,The Simpsons,Collectible Minifigures
71005-13,Itchy,2014,,The Simpsons,Collectible Minifigures
71005-14,Scratchy,2014,,The Simpsons,Collectible Minifigures
71005-15,Chief Wiggum,2014,,The Simpsons,Collectible Minifigures
71005-16,Mr. Burns,2014,6.0,The Simpsons,Collectible Minifigures
71005-17,LEGO Minifigures - The Simpsons Series - Complete,2014,16.0,The Simpsons,Collectible Minifigures
71005-18,LEGO Minifigures - The Simpsons Series - Sealed Box,2014,60.0,The Simpsons,Collectible Minifigures
71005-2,Bart Simpson,2014,7.0,The Simpsons,Collectible Minifigures
71005-3,Marge Simpson,2014,7.0,The Simpsons,Collectible Minifigures
71005-4,Lisa Simpson,2014,6.0,The Simpsons,Collectible Minifigures
71005-5,Maggie Simpson,2014,,The Simpsons,Collectible Minifigures
71005-6,Grampa Simpson,2014,,The Simpsons,Collectible Minifigures
71005-7,Ned Flanders,2014,6.0,The Simpsons,Collectible Minifigures
71005-8,Krusty the Clown,2014,5.0,The Simpsons,Collectible Minifigures
71005-9,Milhouse Van Houten,2014,5.0,The Simpsons,Collectible Minifigures
71006-1,The Simpsons House,2014,2530.0,Town,Town
71007-0,LEGO Minifigures Series 12 [Random Bag],2014,0.0,Series 12 Minifigures,Collectible Minifigures
71007-1,Wizard,2014,11.0,Series 12 Minifigures,Collectible Minifigures
71007-10,Dino Tracker,2014,7.0,Series 12 Minifigures,Collectible Minifigures
71007-11,Pizza Delivery Man,2014,7.0,Series 12 Minifigures,Collectible Minifigures
71007-12,Rock Star,2014,6.0,Series 12 Minifigures,Collectible Minifigures
71007-13,Swashbuckler,2014,,Series 12 Minifigures,Collectible Minifigures
71007-14,Piggy Guy,2014,,Series 12 Minifigures,Collectible Minifigures
71007-15,Genie Girl,2014,,Series 12 Minifigures,Collectible Minifigures
71007-16,Spooky Girl,2014,7.0,Series 12 Minifigures,Collectible Minifigures
71007-17,LEGO Minifigures Series 12 - Complete,2014,16.0,Series 12 Minifigures,Collectible Minifigures
71007-18,LEGO Minifigures Series 12 - Sealed Box,2014,60.0,Series 12 Minifigures,Collectible Minifigures
71007-2,Hun Warrior,2014,,Series 12 Minifigures,Collectible Minifigures
71007-3,Fairytale Princess,2014,6.0,Series 12 Minifigures,Collectible Minifigures
71007-4,Video Game Guy,2014,,Series 12 Minifigures,Collectible Minifigures
71007-5,Battle Goddess,2014,,Series 12 Minifigures,Collectible Minifigures
71007-6,Space Miner,2014,9.0,Series 12 Minifigures,Collectible Minifigures
71007-7,Lifeguard,2014,7.0,Series 12 Minifigures,Collectible Minifigures
71007-8,Prospector,2014,,Series 12 Minifigures,Collectible Minifigures
71007-9,Jester,2014,,Series 12 Minifigures,Collectible Minifigures
71008-0,LEGO Minifigures - Series 13 [Random Bag],2015,,Series 13 Minifigures,Collectible Minifigures
71008-1,Classic King,2015,9.0,Series 13 Minifigures,Collectible Minifigures
71008-10,Evil Wizard,2015,10.0,Series 13 Minifigures,Collectible Minifigures
71008-11,Fencer,2015,,Series 13 Minifigures,Collectible Minifigures
71008-12,Samurai,2015,8.0,Series 13 Minifigures,Collectible Minifigures
71008-13,Disco Diva,2015,,Series 13 Minifigures,Collectible Minifigures
71008-14,Hot Dog Man,2015,5.0,Series 13 Minifigures,Collectible Minifigures
71008-15,Lady Cyclops,2015,6.0,Series 13 Minifigures,Collectible Minifigures
71008-16,Galaxy Trooper,2015,,Series 13 Minifigures,Collectible Minifigures
71008-17,LEGO Minifigures Series 13 - Complete,2015,16.0,Series 13 Minifigures,Collectible Minifigures
71008-18,LEGO Minifigures Series 13 - Sealed Box,2015,60.0,Series 13 Minifigures,Collectible Minifigures
71008-2,Sheriff,2015,8.0,Series 13 Minifigures,Collectible Minifigures
71008-3,Unicorn Girl,2015,,Series 13 Minifigures,Collectible Minifigures
71008-4,Snake Charmer,2015,,Series 13 Minifigures,Collectible Minifigures
71008-5,Goblin,2015,7.0,Series 13 Minifigures,Collectible Minifigures
71008-6,Paleontologist,2015,7.0,Series 13 Minifigures,Collectible Minifigures
71008-7,Alien Trooper,2015,6.0,Series 13 Minifigures,Collectible Minifigures
71008-8,Egyptian Warrior,2015,7.0,Series 13 Minifigures,Collectible Minifigures
71008-9,Carpenter,2015,7.0,Series 13 Minifigures,Collectible Minifigures
71009-0,The Simpsons Series 2 {Random bag},2015,,The Simpsons,Collectible Minifigures
71009-1,Homer,2015,5.0,The Simpsons,Collectible Minifigures
71009-10,Hans Moleman,2015,5.0,The Simpsons,Collectible Minifigures
71009-11,Selma,2015,,The Simpsons,Collectible Minifigures
71009-12,Patty,2015,6.0,The Simpsons,Collectible Minifigures
71009-13,Groundskeeper Willie,2015,,The Simpsons,Collectible Minifigures
71009-14,Edna Krabappel,2015,,The Simpsons,Collectible Minifigures
71009-15,Smithers,2015,,The Simpsons,Collectible Minifigures
71009-16,Dr Hibbert,2015,,The Simpsons,Collectible Minifigures
71009-17,The Simpsons Series 2 - Complete,2015,16.0,The Simpsons,Collectible Minifigures
71009-18,The Simpsons Series 2 - Sealed Box,2015,,The Simpsons,Collectible Minifigures
71009-2,Marge,2015,10.0,The Simpsons,Collectible Minifigures
71009-3,Lisa,2015,6.0,The Simpsons,Collectible Minifigures
71009-4,Maggie,2015,4.0,The Simpsons,Collectible Minifigures
71009-5,Bart,2015,,The Simpsons,Collectible Minifigures
71009-6,Milhouse,2015,6.0,The Simpsons,Collectible Minifigures
71009-7,Comic Book Guy,2015,,The Simpsons,Collectible Minifigures
71009-8,Martin,2015,5.0,The Simpsons,Collectible Minifigures
71009-9,Professor Frink,2015,5.0,The Simpsons,Collectible Minifigures
710-1,Wrecker with Car,1973,,Factory,Factory
71010-0,LEGO Minifigures - Series 14 {Random bag},2015,0.0,Series 14 Minifigures,Collectible Minifigures
71010-1,Wolf Guy,2015,,Series 14 Minifigures,Collectible Minifigures
71010-10,Gargoyle,2015,,Series 14 Minifigures,Collectible Minifigures
71010-11,Skeleton Guy,2015,,Series 14 Minifigures,Collectible Minifigures
71010-12,Monster Rocker,2015,,Series 14 Minifigures,Collectible Minifigures
71010-13,Zombie Businessman,2015,,Series 14 Minifigures,Collectible Minifigures
71010-14,Banshee,2015,5.0,Series 14 Minifigures,Collectible Minifigures
71010-15,Square Foot,2015,5.0,Series 14 Minifigures,Collectible Minifigures
71010-16,Spider Lady,2015,7.0,Series 14 Minifigures,Collectible Minifigures
71010-17,LEGO Minifigures - Series 14 - Complete,2015,0.0,Series 14 Minifigures,Collectible Minifigures
71010-18,LEGO Minifigures - Series 14 - Sealed Box,2015,,Series 14 Minifigures,Collectible Minifigures
71010-2,Zombie Pirate,2015,7.0,Series 14 Minifigures,Collectible Minifigures
71010-3,Monster Scientist,2015,,Series 14 Minifigures,Collectible Minifigures
71010-4,Wacky Witch,2015,8.0,Series 14 Minifigures,Collectible Minifigures
71010-5,Plant Monster,2015,,Series 14 Minifigures,Collectible Minifigures
71010-6,Fly Monster,2015,,Series 14 Minifigures,Collectible Minifigures
71010-7, Spectre,2015,7.0,Series 14 Minifigures,Collectible Minifigures
71010-8,Zombie Cheerleader,2015,,Series 14 Minifigures,Collectible Minifigures
71010-9,Tiger Woman,2015,,Series 14 Minifigures,Collectible Minifigures
7101-1,Lightsaber Duel,1999,,Star Wars Episode 1,Star Wars
71011-0,LEGO Minifigures - Series 15 {Random bag},2016,0.0,Series 15 Minifigures,Collectible Minifigures
71011-1,Farmer,2016,7.0,Series 15 Minifigures,Collectible Minifigures
71011-10,Ballerina,2016,,Series 15 Minifigures,Collectible Minifigures
71011-11,Laser Mech,2016,9.0,Series 15 Minifigures,Collectible Minifigures
71011-12,Kendo Fighter,2016,7.0,Series 15 Minifigures,Collectible Minifigures
71011-13,Shark Suit Guy,2016,5.0,Series 15 Minifigures,Collectible Minifigures
71011-14,Wrestling Champion,2016,6.0,Series 15 Minifigures,Collectible Minifigures
71011-15,Jewel Thief,2016,8.0,Series 15 Minifigures,Collectible Minifigures
71011-16,Queen,2016,8.0,Series 15 Minifigures,Collectible Minifigures
71011-17,LEGO Minifigures - Series 15 - Complete,2016,0.0,Series 15 Minifigures,Collectible Minifigures
71011-18,LEGO Minifigures - Series 15 - Sealed Box,2016,,Series 15 Minifigures,Collectible Minifigures
71011-2,Astronaut,2016,,Series 15 Minifigures,Collectible Minifigures
71011-3,Frightening Knight,2016,,Series 15 Minifigures,Collectible Minifigures
71011-4,Clumsy Guy,2016,7.0,Series 15 Minifigures,Collectible Minifigures
71011-5,Tribal Woman,2016,8.0,Series 15 Minifigures,Collectible Minifigures
71011-6,Flying Warrior,2016,,Series 15 Minifigures,Collectible Minifigures
71011-7,Faun,2016,6.0,Series 15 Minifigures,Collectible Minifigures
71011-8,Animal Control Officer,2016,,Series 15 Minifigures,Collectible Minifigures
71011-9,Janitor,2016,7.0,Series 15 Minifigures,Collectible Minifigures
71012-1,Stitch,2016,4.0,Disney,Collectible Minifigures
71012-10,Donald Duck,2016,,Disney,Collectible Minifigures
71012-11,Minnie Mouse,2016,,Disney,Collectible Minifigures
71012-12,Mickey Mouse,2016,4.0,Disney,Collectible Minifigures
71012-13,Mr. Incredible,2016,,Disney,Collectible Minifigures
71012-14,Syndrome,2016,,Disney,Collectible Minifigures
71012-15,Peter Pan,2016,7.0,Disney,Collectible Minifigures
71012-16,Captain Hook,2016,,Disney,Collectible Minifigures
71012-17,Ursula,2016,,Disney,Collectible Minifigures
71012-18,Ariel,2016,,Disney,Collectible Minifigures
71012-19,LEGO Minifigures - Disney Series - Complete,2016,0.0,Collectible Minifigures,Collectible Minifigures
71012-2,Alien,2016,4.0,Disney,Collectible Minifigures
71012-3,Buzz Lightyear,2016,,Disney,Collectible Minifigures
71012-4,Aladdin,2016,,Disney,Collectible Minifigures
71012-5,Genie,2016,,Disney,Collectible Minifigures
71012-6,Maleficent,2016,,Disney,Collectible Minifigures
71012-7,Alice,2016,8.0,Disney,Collectible Minifigures
71012-8,Cheshire Cat,2016,,Disney,Collectible Minifigures
71012-9,Daisy Duck,2016,6.0,Disney,Collectible Minifigures
71013-1,Ice Queen,2016,,Series 16 Minifigures,Collectible Minifigures
71013-10,Penguin Boy,2016,7.0,Series 16 Minifigures,Collectible Minifigures
71013-11,Rogue,2016,7.0,Series 16 Minifigures,Collectible Minifigures
71013-12,Dog Show Winner,2016,7.0,Series 16 Minifigures,Collectible Minifigures
71013-13,Mariachi,2016,7.0,Series 16 Minifigures,Collectible Minifigures
71013-14,Spy,2016,,Series 16 Minifigures,Collectible Minifigures
71013-15,Banana Guy,2016,,Series 16 Minifigures,Collectible Minifigures
71013-16,Babysitter,2016,,Series 16 Minifigures,Collectible Minifigures
71013-17,LEGO Minifigures - Series 16 - Complete,2016,0.0,Series 16 Minifigures,Collectible Minifigures
71013-2,Desert Warrior,2016,,Series 16 Minifigures,Collectible Minifigures
71013-3,Cyborg,2016,,Series 16 Minifigures,Collectible Minifigures
71013-4,Cute Little Devil Set,2016,10.0,Series 16 Minifigures,Collectible Minifigures
71013-5,Spooky Boy,2016,,Series 16 Minifigures,Collectible Minifigures
71013-6,Hiker,2016,8.0,Series 16 Minifigures,Collectible Minifigures
71013-7,Wildlife Photographer,2016,8.0,Series 16 Minifigures,Collectible Minifigures
71013-8,Kickboxer,2016,,Series 16 Minifigures,Collectible Minifigures
71013-9,Scallywag Pirate,2016,,Series 16 Minifigures,Collectible Minifigures
71014-1,Joachim Löw,2016,,DFB Minifigures,Collectible Minifigures
71014-10,Toni Kroos (18),2016,,DFB Minifigures,Collectible Minifigures
71014-11,Sami Khedira (6),2016,6.0,DFB Minifigures,Collectible Minifigures
71014-12,André Schürrle (9),2016,,DFB Minifigures,Collectible Minifigures
71014-13,Marco Reus (21),2016,,DFB Minifigures,Collectible Minifigures
71014-14,Christoph Kramer (20),2016,6.0,DFB Minifigures,Collectible Minifigures
71014-15,Mario Götze (19),2016,6.0,DFB Minifigures,Collectible Minifigures
71014-16,Max Kruse (23),2016,,DFB Minifigures,Collectible Minifigures
71014-17,DFB Series - Complete,2016,0.0,DFB Minifigures,Collectible Minifigures
71014-2,Manuel Neuer (1),2016,6.0,DFB Minifigures,Collectible Minifigures
71014-3,Jérôme Boateng (17),2016,,DFB Minifigures,Collectible Minifigures
71014-4,Mats Hummels (5),2016,6.0,DFB Minifigures,Collectible Minifigures
71014-5,Benedikt Höwedes (4),2016,6.0,DFB Minifigures,Collectible Minifigures
71014-6,Shkodran Mustafi (2),2016,6.0,DFB Minifigures,Collectible Minifigures
71014-7,Bastian Schweinsteiger (7),2016,6.0,DFB Minifigures,Collectible Minifigures
71014-8,Mesut Özil (8),2016,,DFB Minifigures,Collectible Minifigures
71014-9,Thomas Müller (13),2016,6.0,DFB Minifigures,Collectible Minifigures
71016-1,The Kwik-E-Mart,2015,2176.0,Town,Town
71017-1,Lobster-Lovin’ Batman™,2017,7.0,Batman,Super Heroes
71017-10,Pink Power Batgirl™,2017,8.0,Batman,Super Heroes
71017-11,Red Hood™,2017,,Batman,Super Heroes
71017-12,The Eraser™,2017,6.0,Batman,Super Heroes
71017-13,Nurse Harley Quinn™,2017,,Batman,Super Heroes
71017-14,Orca™,2017,5.0,Batman,Super Heroes
71017-15,Zodiac Master™,2017,6.0,Batman,Super Heroes
71017-16,Catman™,2017,,Batman,Super Heroes
71017-17,March Harriet™,2017,6.0,Batman,Super Heroes
71017-18,The Calculator™,2017,,Batman,Super Heroes
71017-19,King Tut™,2017,,Batman,Super Heroes
71017-2,Glam Metal Batman™,2017,,Batman,Super Heroes
71017-20,The Mime™,2017,,Batman,Super Heroes
71017-21,The LEGO Batman Movie Series - Complete,2017,0.0,Collectible Minifigures,Collectible Minifigures
71017-3,Fairy Batman™,2017,8.0,Batman,Super Heroes
71017-4,Clan of the Cave Batman™,2017,7.0,Batman,Super Heroes
71017-5,Vacation Batman™,2017,8.0,Batman,Super Heroes
71017-6,Barbara Gordon™,2017,,Batman,Super Heroes
71017-7,Commissioner Gordon™,2017,,Batman,Super Heroes
71017-8,The Joker™ – Arkham Asylum,2017,6.0,Batman,Super Heroes
71017-9,Dick Grayson™,2017,7.0,Batman,Super Heroes
71018-1,Professional Surfer,2017,,Series 17 Minifigures,Collectible Minifigures
71018-10,Battle Dwarf,2017,,Series 17 Minifigures,Collectible Minifigures
71018-11,Retro Spaceman,2017,,Series 17 Minifigures,Collectible Minifigures
71018-12,Yuppie,2017,,Series 17 Minifigures,Collectible Minifigures
71018-13,Rocket Boy,2017,,Series 17 Minifigures,Collectible Minifigures
71018-14,Dance Instructor,2017,7.0,Series 17 Minifigures,Collectible Minifigures
71018-15,Elf-Girl,2017,,Series 17 Minifigures,Collectible Minifigures
71018-16,Highwayman,2017,9.0,Series 17 Minifigures,Collectible Minifigures
71018-17,Minifigures - Series 17 - Complete 16 Sets,2017,,Series 17 Minifigures,Collectible Minifigures
71018-18,LEGO Minifigures Series 17 - All Parts,2017,,Series 17 Minifigures,Collectible Minifigures
71018-2,Circus Strong Man,2017,6.0,Series 17 Minifigures,Collectible Minifigures
71018-3,Gourmet Chef,2017,,Series 17 Minifigures,Collectible Minifigures
71018-4,Corn Cob Guy,2017,,Series 17 Minifigures,Collectible Minifigures
71018-5,Veterinarian,2017,6.0,Series 17 Minifigures,Collectible Minifigures
71018-6,Hot Dog Man,2017,9.0,Series 17 Minifigures,Collectible Minifigures
71018-7,Butterfly Girl,2017,,Series 17 Minifigures,Collectible Minifigures
71018-8,Roman Gladiator,2017,6.0,Series 17 Minifigures,Collectible Minifigures
71018-9,Connoisseur,2017,7.0,Series 17 Minifigures,Collectible Minifigures
710-2,Lockable Storage Case,1966,,Supplemental,Classic
710-3,Universal Building Set,1983,,Basic Set,Universal Building Set
7103-1,Jedi Duel,2002,82.0,Star Wars Episode 2,Star Wars
71040-1,The Disney Castle,2016,4060.0,Disney,Disney
7104-1,Desert Skiff,2000,,Star Wars Episode 4/5/6,Star Wars
71042-1,Silent Mary,2017,2286.0,Pirates of the Caribbean,Pirates of the Caribbean
710-6,Baseplate Assortment,1984,10.0,Service Packs,Service Packs
7106-1,Droid Escape,2001,45.0,Star Wars Episode 4/5/6,Star Wars
7110-1,Landspeeder,1999,,Star Wars Episode 4/5/6,Star Wars
711-1,Jeep CJ-5,1977,58.0,Factory,Factory
7111-1,Droid Fighter,1999,,Star Wars Episode 1,Star Wars
7113-1,Tusken Raider Encounter,2002,93.0,Star Wars Episode 2,Star Wars
7115-1,Gungan Patrol,2000,79.0,Star Wars Episode 1,Star Wars
7116-1,Tahu,2010,,Stars,Bionicle
71170-1,Starter Pack: PS3,2015,265.0,Dimensions,Dimensions
7117-1,Gresh,2010,19.0,Stars,Bionicle
71171-1,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,2015,265.0,Dimensions,Dimensions
71172-1,LEGO® DIMENSIONS™ Xbox One Starter Pack,2015,265.0,Dimensions,Dimensions
71173-1,LEGO® DIMENSIONS™ Xbox 360 Starter Pack,2015,265.0,Dimensions,Dimensions
71174-1,LEGO® DIMENSIONS™ Wii U™ Starter Pack,2015,,Dimensions,Dimensions
7119-1,Twin-Pod Cloud Car,2002,118.0,Star Wars Episode 4/5/6,Star Wars
71200-1,Dimensions Starter Pack,2015,265.0,Dimensions,Dimensions
71201-1,LEGO® DIMENSIONS™ Back to the Future™ Level Pack,2015,94.0,Dimensions,Dimensions
71202-1,LEGO® DIMENSIONS™ The Simpsons™ Level Pack,2015,,Dimensions,Dimensions
71203-1,LEGO® DIMENSIONS™ Portal® 2 Level Pack,2015,85.0,Dimensions,Dimensions
71204-1,LEGO® DIMENSIONS™ Doctor Who Level Pack,2015,82.0,Dimensions,Dimensions
71205-1,LEGO® DIMENSIONS™ Jurassic World™ Team Pack,2015,103.0,Dimensions,Dimensions
71206-1,LEGO® DIMENSIONS™ Scooby-Doo™ Team Pack,2015,,Dimensions,Dimensions
71207-1,LEGO® DIMENSIONS® NINJAGO™ Team Pack,2015,,Dimensions,Dimensions
71209-1,LEGO® DIMENSIONS™ Wonder Woman Fun Pack,2015,41.0,Dimensions,Dimensions
712-1,Sea Plane,1977,115.0,Airport,Legoland
71210-1,LEGO® DIMENSIONS™ Cyborg™ Fun Pack,2015,,Dimensions,Dimensions
7121-1,Naboo Swamp,1999,82.0,Star Wars Episode 1,Star Wars
71211-1,LEGO® DIMENSIONS™ Bart Fun Pack,2015,34.0,Dimensions,Dimensions
71212-1,LEGO® DIMENSIONS™ Fun Pack Emmet,2015,55.0,Dimensions,Dimensions
71213-1,LEGO® DIMENSIONS™ Bad Cop Fun Pack,2015,62.0,Dimensions,Dimensions
71214-1,LEGO® DIMENSIONS™ Benny Fun Pack ,2015,46.0,Dimensions,Dimensions
71215-1,LEGO® DIMENSIONS™ Jay Fun Pack,2015,,Dimensions,Dimensions
71216-1,LEGO® DIMENSIONS™ Nya Fun Pack,2015,,Dimensions,Dimensions
71217-1,LEGO® DIMENSIONS™ Zane Fun Pack,2015,46.0,Dimensions,Dimensions
71218-1,LEGO® DIMENSIONS™ Gollum Fun Pack,2015,39.0,Dimensions,Dimensions
71219-1,LEGO® DIMENSIONS™ Legolas Fun Pack,2015,36.0,Dimensions,Dimensions
71220-1,LEGO® DIMENSIONS™ Gimli Fun Pack,2015,56.0,Dimensions,Dimensions
71221-1,LEGO® DIMENSIONS™ Wicked Witch™ Fun Pack,2015,38.0,Dimensions,Dimensions
71222-1,LEGO® DIMENSIONS™ Laval Fun Pack,2015,57.0,Dimensions,Dimensions
71223-1,LEGO® DIMENSIONS™ Cragger Fun Pack,2015,45.0,Dimensions,Dimensions
71227-1,LEGO® DIMENSIONS® Krusty Fun Pack,2015,38.0,Dimensions,Dimensions
71228-1,The Ghostbusters Level Pack,2016,115.0,Dimensions,Dimensions
71229-1,DC Comics Team Pack,2016,,Dimensions,Dimensions
71230-1,Doc Brown Fun Pack,2016,69.0,Dimensions,Dimensions
71231-1,LEGO® DIMENSIONS™ Unikitty Fun Pack,2015,,Dimensions,Dimensions
71232-1,LEGO® DIMENSIONS™ Eris Fun Pack,2015,59.0,Dimensions,Dimensions
71233-1,Stay Puft Fun Pack,2016,65.0,Dimensions,Dimensions
71234-1,Sensei Wu Fun Pack,2016,58.0,Dimensions,Dimensions
71235-1,Midway Arcade™ Level Pack,2016,96.0,Dimensions,Dimensions
71236-1,Superman™ Fun Pack,2016,48.0,Dimensions,Dimensions
71237-1,Aquaman and Aqua Watercraft,2016,43.0,Dimensions,Dimensions
71238-1,Cyberman Fun Pack,2016,,Dimensions,Dimensions
71239-1,Lloyd Fun Pack,2016,56.0,Dimensions,Dimensions
71240-1,Bane™ Fun Pack,2016,52.0,Dimensions,Dimensions
7124-1,Flash Speeder,2000,107.0,Star Wars Episode 1,Star Wars
71241-1,Slimer Fun Pack,2016,,Dimensions,Dimensions
71242-1,Ghostbusters Story Pack,2016,258.0,Dimensions,Dimensions
71244-1,Sonic the Hedgehog™ Level Pack,2016,101.0,Dimensions,Dimensions
71245-1,Adventure Time Level Pack,2016,102.0,Dimensions,Dimensions
71246-1,Adventure Time Team Pack,2016,96.0,Dimensions,Dimensions
71247-1,Harry Potter Team Pack,2016,119.0,Dimensions,Dimensions
71248-1,Mission: Impossible™ Level Pack,2016,,Dimensions,Dimensions
71251-1,A-Team Fun Pack,2016,73.0,Dimensions,Dimensions
71253-1,Fantastic Beasts and Where to Find Them™ Story Pack,2016,,Dimensions,Dimensions
71255-1,"Teen Titans Go!"" Team Pack",2017,,Dimensions,Dimensions
71256-1,Gremlins™ Team Pack,2016,,Dimensions,Dimensions
71257-1,Tina Goldstein Fun Pack,2016,51.0,Dimensions,Dimensions
71258-1,E.T. the Extra-Terrestrial™ Fun Pack,2016,42.0,Dimensions,Dimensions
7126-1,Battle Droid Carrier,2001,,Star Wars Episode 1,Star Wars
71264-1,THE LEGO&reg; BATMAN MOVIE Story Pack,2017,156.0,Dimensions,Dimensions
71266-1,LEGO&reg; City Fun Pack,2017,,Dimensions,Dimensions
71267-1,"Goonies"" Level Pack",2017,118.0,Dimensions,Dimensions
7127-1,Imperial AT-ST,2001,,Star Wars Episode 4/5/6,Star Wars
7128-1,Speeder Bikes,1999,93.0,Star Wars Episode 4/5/6,Star Wars
71285-1,Marceline the Vampire Queen,2016,60.0,Dimensions,Dimensions
71286-1,Michael Knight and K.I.T.T. Knight Ryder Fun Pack,2017,54.0,Dimensions,Dimensions
71287-1,"Teen Titans Go!"" Fun Pack",2017,,Dimensions,Dimensions
71300-1,Uxar Creature of Jungle,2016,89.0,Bionicle,Bionicle
7130-1,Snowspeeder,1999,,Star Wars Episode 4/5/6,Star Wars
71301-1,Ketar Creature of Stone,2016,,Bionicle,Bionicle
71302-1,Akida Creature of Water,2016,,Bionicle,Bionicle
71303-1,Ikir Creature of Fire,2016,77.0,Bionicle,Bionicle
71304-1,Terak Creature of Earth,2016,74.0,Bionicle,Bionicle
71305-1,Lewa Uniter of Jungle,2016,65.0,Bionicle,Bionicle
71306-1,Pohatu Uniter of Stone,2016,,Bionicle,Bionicle
71307-1,Gali Uniter of Water,2016,87.0,Bionicle,Bionicle
